Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD3005,10.37,Regular,0.112,Meat,118.19,OUT001,1987,High,Tier 2,Supermarket Type1,2347.68
DR5445,14.53,Low Sugar,0.013,Soft Drinks,110.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3139.43
FD8468,11.06,Regular,0.051,Snack Foods,106.69,OUT002,1998,Small,Tier 3,Food Mart,2268.95
FD4751,12.63,Regular,0.046,Canned,110.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2706.22
DR5383,11.49,Low Sugar,0.035,Soft Drinks,129.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,2826.07
FD8113,13.97,Regular,0.052,Meat,161.06,OUT001,1987,High,Tier 2,Supermarket Type1,4037.56
FD3549,10.68,Low Sugar,0.017,Canned,96.41,OUT002,1998,Small,Tier 3,Food Mart,1970.82
FD3480,13.58,Regular,0.064,Baking Goods,168.84,OUT001,1987,High,Tier 2,Supermarket Type1,4109.42
FD6023,9.65,Low Sugar,0.06,Dairy,109.18,OUT002,1998,Small,Tier 3,Food Mart,2001.26
FD5331,13.35,Low Sugar,0.137,Breads,153.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3748.06
FD3674,12.83,Low Sugar,0.017,Meat,207.05,OUT001,1987,High,Tier 2,Supermarket Type1,4720.47
FD4633,14.35,Low Sugar,0.111,Fruits and Vegetables,136.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,3630.27
FD4275,11.75,Low Sugar,0.055,Fruits and Vegetables,180.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3927.26
FD5695,10.33,Low Sugar,0.076,Dairy,151.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3013.12
FD5774,8.66,Low Sugar,0.039,Fruits and Vegetables,147.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,2563.89
FD3422,13.43,Low Sugar,0.107,Snack Foods,139.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3468.09
FD6849,10.29,Regular,0.088,Fruits and Vegetables,99.94,OUT002,1998,Small,Tier 3,Food Mart,1955.97
FD1227,11.34,Low Sugar,0.074,Fruits and Vegetables,119.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,2599.43
FD1787,11.66,Regular,0.094,Canned,145.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3207.89
FD382,14.39,Low Sugar,0.047,Fruits and Vegetables,158.65,OUT001,1987,High,Tier 2,Supermarket Type1,3058.74
FD2936,10.92,Low Sugar,0.12,Snack Foods,149.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3114.73
FD5178,11.82,Low Sugar,0.025,Frozen Foods,78.52,OUT002,1998,Small,Tier 3,Food Mart,1862.85
NC8631,12.67,No Sugar,0.076,Household,154.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3605.41
FD313,9.77,Low Sugar,0.03,Dairy,132.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,4328.48
DR3952,9.52,Regular,0.125,Soft Drinks,145.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,2714.62
FD6585,14.3,Regular,0.02,Canned,138.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3650.65
FD7889,5.93,Low Sugar,0.03,Dairy,109.76,OUT002,1998,Small,Tier 3,Food Mart,1171.69
FD4608,12.22,Regular,0.082,Frozen Foods,172.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3877.11
FD3783,14.95,Low Sugar,0.04,Snack Foods,183.23,OUT001,1987,High,Tier 2,Supermarket Type1,4714.05
FD3757,13.01,Low Sugar,0.089,Meat,135.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3290.51
FD6062,13.23,Low Sugar,0.191,Snack Foods,129.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3219.22
NC7445,15.82,No Sugar,0.016,Household,155.22,OUT003,1999,Medium,Tier 1,Departmental Store,4336.55
FD3679,12.24,Regular,0.139,Frozen Foods,145.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3320.95
FD6666,11.15,Low Sugar,0.117,Meat,118.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,2520.52
NC3317,12.21,No Sugar,0.061,Household,158.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3594.43
FD1069,13.88,Low Sugar,0.033,Baking Goods,179.07,OUT003,1999,Medium,Tier 1,Departmental Store,4385.76
FD2773,14.57,Low Sugar,0.018,Meat,179.19,OUT001,1987,High,Tier 2,Supermarket Type1,4544.33
NC5027,17.0,No Sugar,0.064,Health and Hygiene,225.18,OUT003,1999,Medium,Tier 1,Departmental Store,6034.1
FD4373,12.84,Low Sugar,0.072,Dairy,150.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3561.31
NC1516,12.55,No Sugar,0.174,Household,140.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3286.6
NC5944,11.86,No Sugar,0.158,Household,129.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2908.09
FD7589,12.08,Low Sugar,0.076,Baking Goods,168.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3767.34
NC6390,9.34,No Sugar,0.019,Household,143.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,2628.63
FD5552,14.47,Regular,0.023,Fruits and Vegetables,146.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3852.16
FD7140,14.17,Low Sugar,0.016,Seafood,210.21,OUT003,1999,Medium,Tier 1,Departmental Store,5087.86
FD8077,8.02,Low Sugar,0.045,Meat,145.98,OUT001,1987,High,Tier 2,Supermarket Type1,2385.54
FD6120,13.57,Regular,0.171,Canned,149.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3701.19
FD1026,13.31,Low Sugar,0.053,Baking Goods,168.1,OUT001,1987,High,Tier 2,Supermarket Type1,4032.14
FD7775,13.65,Low Sugar,0.09,Dairy,184.25,OUT003,1999,Medium,Tier 1,Departmental Store,4440.59
FD567,14.64,Low Sugar,0.052,Fruits and Vegetables,185.13,OUT002,1998,Small,Tier 3,Food Mart,1495.58
NC3500,17.33,No Sugar,0.038,Health and Hygiene,195.06,OUT003,1999,Medium,Tier 1,Departmental Store,5492.55
FD2659,14.23,Low Sugar,0.046,Snack Foods,107.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,2997.33
FD4828,12.8,Regular,0.022,Canned,145.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3450.78
FD5474,9.72,Low Sugar,0.03,Snack Foods,102.91,OUT002,1998,Small,Tier 3,Food Mart,1887.4
FD637,12.14,Low Sugar,0.154,Baking Goods,132.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3033.74
FD5330,14.29,Regular,0.124,Fruits and Vegetables,201.74,OUT001,1987,High,Tier 2,Supermarket Type1,4943.48
FD1065,16.4,Low Sugar,0.067,Canned,143.09,OUT003,1999,Medium,Tier 1,Departmental Store,4219.09
NC53,13.96,No Sugar,0.123,Household,164.56,OUT003,1999,Medium,Tier 1,Departmental Store,6313.22
NC6881,10.74,No Sugar,0.011,Health and Hygiene,113.12,OUT001,1987,High,Tier 2,Supermarket Type1,2327.1
FD4913,13.01,Low Sugar,0.14,Meat,141.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3415.63
NC4772,13.93,No Sugar,0.086,Health and Hygiene,186.31,OUT001,1987,High,Tier 2,Supermarket Type1,4545.15
FD5356,10.17,Low Sugar,0.005,Snack Foods,149.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2947.09
FD6931,15.69,Low Sugar,0.158,Fruits and Vegetables,137.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3938.59
FD1809,13.14,Low Sugar,0.019,Fruits and Vegetables,119.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3002.57
FD577,13.1,Low Sugar,0.085,Fruits and Vegetables,219.68,OUT003,1999,Medium,Tier 1,Departmental Store,5106.17
FD8255,15.58,Low Sugar,0.044,Meat,198.22,OUT003,1999,Medium,Tier 1,Departmental Store,5162.33
NC4092,13.94,No Sugar,0.04,Health and Hygiene,145.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3703.09
FD6967,14.68,Regular,0.143,Fruits and Vegetables,145.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3876.17
FD1259,16.33,Low Sugar,0.052,Frozen Foods,196.68,OUT003,1999,Medium,Tier 1,Departmental Store,5300.06
FD8221,13.84,Low Sugar,0.28,Dairy,113.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3031.13
FD5194,12.02,Regular,0.063,Snack Foods,120.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,2762.42
FD8618,12.49,Regular,0.047,Fruits and Vegetables,124.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,2958.3
FD3730,14.95,Low Sugar,0.168,Frozen Foods,139.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3813.39
NC3563,13.23,No Sugar,0.047,Household,170.95,OUT001,1987,High,Tier 2,Supermarket Type1,4072.25
FD1154,14.34,Regular,0.14,Snack Foods,114.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3167.01
DR7895,11.78,Low Sugar,0.174,Soft Drinks,96.9,OUT002,1998,Small,Tier 3,Food Mart,2229.27
FD1036,13.8,Low Sugar,0.015,Fruits and Vegetables,163.96,OUT001,1987,High,Tier 2,Supermarket Type1,4059.87
FD1984,13.23,Low Sugar,0.061,Snack Foods,129.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3222.07
NC3455,15.54,No Sugar,0.066,Household,151.37,OUT001,1987,High,Tier 2,Supermarket Type1,4194.92
FD7888,12.46,Low Sugar,0.049,Frozen Foods,135.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3181.06
FD8136,13.48,Low Sugar,0.03,Meat,202.54,OUT001,1987,High,Tier 2,Supermarket Type1,4775.56
FD227,12.64,Low Sugar,0.053,Fruits and Vegetables,145.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,5160.75
DR1690,11.81,Low Sugar,0.1,Soft Drinks,180.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,3950.16
FD6719,7.15,Low Sugar,0.028,Snack Foods,139.85,OUT002,1998,Small,Tier 3,Food Mart,2063.65
FD6462,14.0,Regular,0.06,Fruits and Vegetables,170.11,OUT003,1999,Medium,Tier 1,Departmental Store,4231.07
FD4297,14.25,Low Sugar,0.027,Fruits and Vegetables,148.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3851.02
NC254,8.65,No Sugar,0.119,Household,140.56,OUT001,1987,High,Tier 2,Supermarket Type1,3670.8
FD2841,10.49,Low Sugar,0.047,Baking Goods,122.86,OUT001,1987,High,Tier 2,Supermarket Type1,2468.94
FD5401,10.98,Regular,0.045,Baking Goods,59.3,OUT002,1998,Small,Tier 3,Food Mart,1280.99
NC1320,8.62,No Sugar,0.049,Health and Hygiene,141.9,OUT001,1987,High,Tier 2,Supermarket Type1,2436.2
FD7627,13.13,Low Sugar,0.089,Fruits and Vegetables,142.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3465.98
FD4607,11.29,Low Sugar,0.029,Meat,151.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3242.31
FD7932,12.22,Low Sugar,0.025,Snack Foods,123.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2867.06
DR3821,11.42,Regular,0.01,Soft Drinks,172.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3688.46
FD1556,11.28,Low Sugar,0.161,Fruits and Vegetables,114.78,OUT001,1987,High,Tier 2,Supermarket Type1,2482.92
FD6649,10.43,Low Sugar,0.066,Fruits and Vegetables,129.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,2588.31
DR3573,13.91,Regular,0.046,Soft Drinks,162.65,OUT001,1987,High,Tier 2,Supermarket Type1,4057.88
FD727,12.4,Low Sugar,0.075,Canned,152.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3518.02
FD2666,12.65,Low Sugar,0.104,Breakfast,124.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2986.19
FD3229,14.34,Low Sugar,0.064,Frozen Foods,201.82,OUT001,1987,High,Tier 2,Supermarket Type1,4956.68
DR6286,9.37,Low Sugar,0.049,Soft Drinks,94.63,OUT002,1998,Small,Tier 3,Food Mart,1638.08
FD5265,13.95,Low Sugar,0.055,Canned,190.17,OUT001,1987,High,Tier 2,Supermarket Type1,4628.81
FD3237,15.73,Low Sugar,0.016,Frozen Foods,154.08,OUT003,1999,Medium,Tier 1,Departmental Store,4291.93
NC2174,11.25,No Sugar,0.021,Household,144.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3084.35
FD6307,13.85,Low Sugar,0.054,Fruits and Vegetables,216.44,OUT003,1999,Medium,Tier 1,Departmental Store,5143.16
NC8013,13.84,No Sugar,0.076,Household,167.8,OUT001,1987,High,Tier 2,Supermarket Type1,4145.46
FD7134,13.64,Low Sugar,0.021,Seafood,163.72,OUT001,1987,High,Tier 2,Supermarket Type1,4017.87
FD3616,12.71,Low Sugar,0.136,Starchy Foods,134.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.12
FD5262,15.49,Regular,0.054,Meat,163.02,OUT003,1999,Medium,Tier 1,Departmental Store,4421.94
FD4682,8.81,Low Sugar,0.015,Meat,142.71,OUT001,1987,High,Tier 2,Supermarket Type1,2495.59
FD759,12.02,Low Sugar,0.163,Fruits and Vegetables,123.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2831.06
DR4561,13.89,Low Sugar,0.064,Soft Drinks,123.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3255.41
FD3076,18.0,Regular,0.095,Baking Goods,233.52,OUT003,1999,Medium,Tier 1,Departmental Store,6432.28
NC214,13.69,No Sugar,0.015,Health and Hygiene,148.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,5059.75
FD2039,12.23,Low Sugar,0.028,Baking Goods,165.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3730.58
NC739,13.46,No Sugar,0.011,Household,133.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3352.49
NC6915,17.44,No Sugar,0.034,Household,193.87,OUT003,1999,Medium,Tier 1,Departmental Store,5494.21
FD5624,12.54,Low Sugar,0.066,Fruits and Vegetables,124.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,2956.35
FD910,13.6,Regular,0.052,Canned,199.99,OUT001,1987,High,Tier 2,Supermarket Type1,4751.19
FD4469,10.37,Low Sugar,0.024,Fruits and Vegetables,126.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2511.3
FD1031,12.13,Regular,0.039,Baking Goods,107.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2521.74
FD7605,16.53,Low Sugar,0.156,Meat,177.12,OUT003,1999,Medium,Tier 1,Departmental Store,4944.68
FD3550,14.86,Regular,0.027,Meat,146.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3939.83
FD1630,11.59,Regular,0.024,Canned,108.4,OUT001,1987,High,Tier 2,Supermarket Type1,2422.4
NC2011,13.7,No Sugar,0.16,Health and Hygiene,184.37,OUT003,1999,Medium,Tier 1,Departmental Store,4453.75
NC5417,14.71,No Sugar,0.025,Household,157.29,OUT001,1987,High,Tier 2,Supermarket Type1,4127.75
FD4100,10.46,Regular,0.047,Baking Goods,119.9,OUT001,1987,High,Tier 2,Supermarket Type1,2403.26
DR7857,11.5,Low Sugar,0.069,Soft Drinks,146.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3185.9
NC1592,17.99,No Sugar,0.049,Household,174.94,OUT003,1999,Medium,Tier 1,Departmental Store,5230.35
FD1536,15.5,Low Sugar,0.03,Canned,151.87,OUT001,1987,High,Tier 2,Supermarket Type1,4195.92
FD4419,11.51,Regular,0.161,Canned,141.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.47
FD5881,10.39,Regular,0.021,Snack Foods,103.17,OUT002,1998,Small,Tier 3,Food Mart,2044.81
FD6253,11.82,Low Sugar,0.097,Fruits and Vegetables,164.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3619.04
FD605,8.99,Regular,0.142,Snack Foods,165.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3008.75
NC3009,11.07,No Sugar,0.031,Others,136.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,2882.67
FD2408,13.63,Low Sugar,0.021,Fruits and Vegetables,156.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3872.19
FD7340,13.42,Regular,0.154,Frozen Foods,166.81,OUT001,1987,High,Tier 2,Supermarket Type1,4032.41
FD1351,15.56,Low Sugar,0.064,Frozen Foods,141.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3988.97
FD4380,15.34,Low Sugar,0.069,Fruits and Vegetables,144.22,OUT001,1987,High,Tier 2,Supermarket Type1,4002.72
NC5082,17.96,No Sugar,0.123,Health and Hygiene,201.49,OUT003,1999,Medium,Tier 1,Departmental Store,5766.29
NC2467,12.97,No Sugar,0.025,Household,114.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,2858.59
FD1682,9.71,Regular,0.178,Meat,99.69,OUT002,1998,Small,Tier 3,Food Mart,1819.48
DR1292,10.38,Regular,0.03,Soft Drinks,109.52,OUT002,1998,Small,Tier 3,Food Mart,2172.25
NC1510,16.3,No Sugar,0.041,Household,226.94,OUT003,1999,Medium,Tier 1,Departmental Store,5913.05
FD8620,10.9,Low Sugar,0.151,Dairy,142.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2956.97
FD2565,14.3,Regular,0.065,Fruits and Vegetables,161.73,OUT001,1987,High,Tier 2,Supermarket Type1,4127.09
FD293,12.41,Regular,0.031,Fruits and Vegetables,165.23,OUT003,1999,Medium,Tier 1,Departmental Store,5738.77
FD5683,15.99,Regular,0.064,Snack Foods,172.33,OUT001,1987,High,Tier 2,Supermarket Type1,4724.83
FD7282,13.43,Regular,0.123,Fruits and Vegetables,133.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3354.74
FD4783,13.22,reg,0.122,Baking Goods,127.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3174.35
FD1959,14.23,Low Sugar,0.072,Dairy,149.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3853.96
FD3169,10.89,Low Sugar,0.021,Canned,134.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,2803.56
FD534,14.07,Low Sugar,0.042,Baking Goods,184.24,OUT001,1987,High,Tier 2,Supermarket Type1,2880.31
NC3792,15.37,No Sugar,0.118,Health and Hygiene,194.52,OUT003,1999,Medium,Tier 1,Departmental Store,5038.36
FD2071,15.72,Regular,0.026,Canned,160.45,OUT003,1999,Medium,Tier 1,Departmental Store,4421.4
NC211,14.28,No Sugar,0.184,Health and Hygiene,177.12,OUT003,1999,Medium,Tier 1,Departmental Store,4316.05
FD3266,14.26,Low Sugar,0.074,Canned,173.01,OUT003,1999,Medium,Tier 1,Departmental Store,4346.91
FD5104,9.7,Low Sugar,0.103,Dairy,116.87,OUT002,1998,Small,Tier 3,Food Mart,2168.22
FD2911,9.2,Regular,0.093,Fruits and Vegetables,102.51,OUT002,1998,Small,Tier 3,Food Mart,1762.42
FD5797,7.42,Low Sugar,0.052,Frozen Foods,98.35,OUT002,1998,Small,Tier 3,Food Mart,1273.63
FD4515,12.54,Low Sugar,0.014,Dairy,140.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3285.79
FD5847,10.22,Low Sugar,0.123,Dairy,130.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2575.65
DR1373,11.27,Low Sugar,0.049,Soft Drinks,128.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2769.15
FD5272,16.83,Regular,0.054,Snack Foods,187.96,OUT003,1999,Medium,Tier 1,Departmental Store,5235.81
FD4332,12.51,Low Sugar,0.078,Snack Foods,129.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3056.44
FD5339,11.34,Low Sugar,0.144,Snack Foods,152.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3259.17
FD7247,14.9,Regular,0.168,Frozen Foods,200.9,OUT003,1999,Medium,Tier 1,Departmental Store,5063.56
FD4223,11.38,Low Sugar,0.066,Fruits and Vegetables,185.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3945.95
FD6011,13.26,Regular,0.191,Fruits and Vegetables,148.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3615.84
FD2165,14.57,Low Sugar,0.053,Snack Foods,208.65,OUT003,1999,Medium,Tier 1,Departmental Store,5147.25
FD4303,13.67,Regular,0.036,Frozen Foods,134.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3437.5
FD2498,11.3,Low Sugar,0.282,Baking Goods,173.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.66
FD2385,12.26,Low Sugar,0.057,Fruits and Vegetables,136.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3155.15
FD6940,9.48,Low Sugar,0.027,Dairy,87.64,OUT002,1998,Small,Tier 3,Food Mart,1522.14
FD6652,8.12,Regular,0.038,Meat,167.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2842.08
DR7379,12.85,Regular,0.023,Soft Drinks,135.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3251.48
FD4865,13.08,Regular,0.027,Snack Foods,155.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3730.67
FD5789,8.93,Low Sugar,0.053,Dairy,125.75,OUT002,1998,Small,Tier 3,Food Mart,2175.98
FD7587,13.22,Low Sugar,0.071,Fruits and Vegetables,183.53,OUT003,1999,Medium,Tier 1,Departmental Store,4328.17
FD1318,14.42,Low Sugar,0.132,Snack Foods,118.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3268.22
FD7953,13.87,Low Sugar,0.055,Meat,142.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3626.84
FD4142,12.27,Regular,0.064,Snack Foods,195.1,OUT003,1999,Medium,Tier 1,Departmental Store,4350.77
FD4832,13.4,Low Sugar,0.097,Frozen Foods,150.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3697.0
NC3540,8.74,No Sugar,0.056,Health and Hygiene,133.11,OUT002,1998,Small,Tier 3,Food Mart,2283.77
FD175,14.91,Regular,0.014,Meat,202.3,OUT003,1999,Medium,Tier 1,Departmental Store,5027.1
NC4977,15.34,No Sugar,0.082,Health and Hygiene,163.08,OUT003,1999,Medium,Tier 1,Departmental Store,4388.84
FD8290,10.95,Low Sugar,0.038,Meat,102.71,OUT002,1998,Small,Tier 3,Food Mart,2160.49
FD1409,11.98,Regular,0.073,Fruits and Vegetables,171.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3792.49
FD3602,14.07,Low Sugar,0.046,Dairy,199.61,OUT001,1987,High,Tier 2,Supermarket Type1,4848.94
FD6349,10.35,Low Sugar,0.028,Breads,126.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2502.63
FD1081,15.41,Low Sugar,0.133,Dairy,166.49,OUT003,1999,Medium,Tier 1,Departmental Store,4473.54
NC4605,17.45,No Sugar,0.097,Others,195.34,OUT003,1999,Medium,Tier 1,Departmental Store,5525.34
DR3220,11.91,Low Sugar,0.127,Hard Drinks,159.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3529.48
FD1010,13.3,Regular,0.036,Fruits and Vegetables,148.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3620.96
FD5121,10.85,Low Sugar,0.049,Dairy,141.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,2923.89
FD7994,15.15,Low Sugar,0.099,Breads,185.73,OUT001,1987,High,Tier 2,Supermarket Type1,4808.46
FD7988,13.16,Regular,0.024,Meat,171.08,OUT001,1987,High,Tier 2,Supermarket Type1,4060.53
NC4306,9.48,No Sugar,0.043,Health and Hygiene,102.74,OUT002,1998,Small,Tier 3,Food Mart,1829.24
FD3565,13.84,Low Sugar,0.019,Seafood,144.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3671.59
FD1714,17.72,Low Sugar,0.018,Frozen Foods,147.71,OUT001,1987,High,Tier 2,Supermarket Type1,4612.6
FD6875,9.56,Low Sugar,0.145,Dairy,116.65,OUT002,1998,Small,Tier 3,Food Mart,2133.46
FD8463,11.32,Low Sugar,0.079,Starchy Foods,123.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2676.7
FD2931,13.1,Regular,0.041,Fruits and Vegetables,124.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3102.7
FD1214,9.95,Regular,0.032,Meat,112.26,OUT002,1998,Small,Tier 3,Food Mart,2131.95
FD4697,12.4,Regular,0.122,Snack Foods,132.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3101.99
FD3030,10.02,Low Sugar,0.032,Frozen Foods,146.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2855.97
NC4715,11.73,No Sugar,0.042,Household,166.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3642.81
FD2722,10.5,Low Sugar,0.041,Meat,95.15,OUT002,1998,Small,Tier 3,Food Mart,1905.89
NC1019,13.72,No Sugar,0.031,Household,160.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3976.92
FD16,12.57,Low Sugar,0.038,Canned,127.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,2681.04
FD30,15.47,Regular,0.07,Dairy,196.0,OUT001,1987,High,Tier 2,Supermarket Type1,2379.21
FD955,14.76,Low Sugar,0.068,Frozen Foods,156.69,OUT001,1987,High,Tier 2,Supermarket Type1,4127.71
FD1481,15.17,Low Sugar,0.089,Snack Foods,197.17,OUT003,1999,Medium,Tier 1,Departmental Store,5048.02
NC8168,14.78,No Sugar,0.054,Health and Hygiene,135.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3697.92
FD8251,15.12,Regular,0.058,Frozen Foods,133.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3730.93
FD7824,14.48,Low Sugar,0.108,Fruits and Vegetables,114.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3206.01
FD758,12.68,Low Sugar,0.077,Meat,144.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3410.74
FD6324,18.12,Low Sugar,0.116,Dairy,210.29,OUT003,1999,Medium,Tier 1,Departmental Store,5983.84
FD5493,11.48,Low Sugar,0.014,Fruits and Vegetables,136.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,2968.65
FD4068,10.31,Low Sugar,0.054,Frozen Foods,111.08,OUT002,1998,Small,Tier 3,Food Mart,2188.81
FD2025,12.09,Regular,0.077,Dairy,168.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3758.19
FD1515,10.71,Low Sugar,0.009,Frozen Foods,133.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,2731.64
FD674,10.42,Regular,0.027,Dairy,168.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3377.56
FD7832,12.92,Regular,0.191,Dairy,161.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3812.29
NC6195,12.76,No Sugar,0.038,Health and Hygiene,150.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3552.8
FD70,11.71,Regular,0.103,Dairy,176.85,OUT003,1999,Medium,Tier 1,Departmental Store,5720.18
FD7122,14.21,Regular,0.111,Fruits and Vegetables,127.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3407.68
FD2774,13.56,Regular,0.017,Frozen Foods,150.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3721.56
DR1185,14.72,Low Sugar,0.168,Soft Drinks,142.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3826.41
